CropType,CropDays,SoilMoisture,temperature,Humidity,Irrigation
Sugarcane,94,65.66,30.55,65.39,0
Maize,92,55.7,22.51,74.39,0
Cotton,60,21.58,34.06,57.01,1
Wheat,75,62.4,20.48,33.3,0
Cotton,19,26.23,19.0,63.15,0
Wheat,31,28.57,26.1,66.95,1
Rice,98,39.65,32.37,80.52,1
Maize,105,15.35,25.95,75.33,1
Wheat,110,90.48,11.0,62.5,0
Potato,17,61.15,26.42,65.94,0
Sugarcane,40,35.83,31.9,64.67,1
Potato,94,10.21,15.71,64.74,1
Maize,117,38.78,36.02,49.45,1
Potato,95,32.64,19.25,72.3,1
Maize,25,32.56,27.48,54.36,1
Rice,3,39.12,25.03,78.34,1
Cotton,19,62.96,25.92,72.81,0
Potato,10,57.47,18.51,59.16,0
Potato,121,71.5,20.15,92.27,0
Rice,40,77.48,25.56,63.14,0
Sugarcane,108,56.57,30.33,77.85,0
Sugarcane,118,15.9,25.84,45.76,1
Wheat,58,42.45,24.69,44.8,0
Rice,40,27.42,33.36,86.15,1
Wheat,64,30.33,21.39,63.89,0
Maize,130,67.44,32.18,79.61,0
Cotton,14,84.93,23.55,69.91,0
Sugarcane,72,72.27,30.53,65.35,0
Cotton,70,88.9,33.0,55.45,0
Wheat,128,81.67,24.59,53.24,0
Maize,124,82.92,31.26,64.39,0
Cotton,60,76.31,31.23,62.63,0
Potato,73,91.68,18.24,66.79,0
Cotton,84,46.8,26.29,59.8,0
Maize,114,65.25,23.28,70.31,0
Wheat,13,94.53,25.71,76.29,0
Maize,60,68.86,25.36,68.02,0
Potato,47,54.91,18.9,69.63,0
Wheat,30,34.54,18.06,52.92,0
Cotton,21,66.43,28.96,54.64,0
Sugarcane,120,15.33,37.0,74.56,1
Rice,107,71.86,25.71,96.74,0
Cotton,2,31.07,26.41,54.18,0
Wheat,78,94.04,15.65,74.07,0
Maize,147,61.88,33.95,72.43,0
Rice,84,57.73,30.71,74.14,1
Sugarcane,95,13.78,18.57,53.56,1
Sugarcane,14,29.1,24.28,63.21,1
Rice,10,74.9,29.85,72.24,0
Maize,83,51.69,22.1,67.54,0
Rice,89,52.06,27.76,88.52,1
Wheat,66,43.4,21.24,57.33,0
Sugarcane,6,52.56,31.24,77.61,0
Wheat,9,34.97,19.75,63.75,0
Maize,59,33.44,27.98,59.11,1
Wheat,68,90.68,22.83,69.67,0
Rice,27,34.55,25.53,69.29,1
Cotton,77,38.41,27.74,58.5,0
Maize,147,81.21,24.17,61.4,0
Rice,110,62.73,23.59,94.79,0
Wheat,35,78.95,19.79,48.62,0
Rice,121,26.17,30.61,66.53,1
Wheat,65,54.43,17.32,62.18,0
Potato,97,24.55,26.29,84.59,1
Wheat,27,44.41,17.29,35.35,0
Rice,101,54.46,20.01,80.98,1
Cotton,102,93.9,34.0,62.54,0
Sugarcane,67,23.16,35.78,64.09,1
Potato,62,21.53,22.45,66.82,1
Potato,126,59.1,21.9,49.09,0
Potato,135,51.04,19.52,67.53,0
Sugarcane,30,91.4,31.82,75.39,0
Rice,42,52.69,30.04,86.42,1
Potato,112,55.36,17.35,66.96,0
Potato,126,72.04,24.76,80.5,0
Potato,23,57.3,21.7,71.23,0
Sugarcane,65,73.12,23.74,70.22,0
Wheat,9,42.05,19.68,51.34,0
Rice,130,30.01,25.31,83.57,1
Maize,78,44.37,23.75,65.14,0
Cotton,105,35.28,29.04,68.34,0
Sugarcane,105,77.57,30.02,66.02,0
Potato,133,62.34,25.7,57.97,0
Maize,25,87.56,27.6,84.58,0
Potato,143,33.98,13.46,69.06,1
Wheat,82,50.62,18.96,73.27,0
Potato,110,41.08,22.1,59.51,0
Cotton,120,49.77,41.91,62.27,0
Maize,48,33.96,25.49,75.29,1
Sugarcane,49,44.48,23.91,57.08,0
Wheat,98,13.24,18.14,66.91,1
Potato,109,89.95,17.18,73.79,0
Wheat,132,32.07,17.68,61.12,0
Sugarcane,42,42.37,15.33,83.35,0
Maize,44,33.64,14.47,49.24,1
Potato,125,84.85,30.65,68.96,0
Cotton,98,87.64,26.2,73.48,0
Sugarcane,112,46.06,28.09,55.23,0
Wheat,116,41.31,18.64,68.47,0
Potato,94,24.96,19.24,70.0,1
Cotton,108,19.0,30.1,44.68,1
Sugarcane,89,21.39,34.75,63.2,1
Potato,30,42.58,14.91,72.79,0
Sugarcane,45,11.42,42.13,69.21,1
Sugarcane,62,57.44,24.81,77.76,0
Rice,84,85.44,27.62,79.02,0
Sugarcane,133,66.47,36.54,70.28,0
Rice,124,23.16,31.05,73.68,1
Sugarcane,54,66.6,25.48,79.33,0
Potato,5,51.69,21.98,71.75,0
Maize,33,66.08,29.07,52.56,0
Sugarcane,33,18.71,27.65,67.51,1
Wheat,142,38.63,19.28,78.23,0
Cotton,63,92.2,24.61,68.33,0
Potato,70,41.59,15.04,58.7,0
Sugarcane,41,75.39,30.93,82.82,0
Wheat,42,69.31,19.76,54.95,0
Wheat,124,36.66,8.8,45.57,0
Cotton,58,86.64,27.65,50.29,0
Cotton,82,43.91,26.89,50.57,0
Potato,124,20.56,19.18,72.07,1
Wheat,21,28.93,21.68,63.65,1
Sugarcane,71,31.92,24.42,81.09,1
Sugarcane,135,11.26,25.93,63.9,1
Sugarcane,71,74.87,34.01,59.98,0
Wheat,83,83.91,16.99,73.8,0
Wheat,22,55.72,21.49,45.44,0
Maize,60,58.68,27.05,64.43,0
Wheat,122,92.9,16.21,76.15,0
Wheat,40,70.37,25.74,66.81,0
Wheat,45,92.89,23.2,46.83,0
Rice,24,88.61,27.32,77.87,0
Cotton,93,67.05,27.24,54.38,0
Rice,55,76.51,29.83,73.05,0
Cotton,63,86.3,40.91,52.72,0
Sugarcane,107,57.66,22.6,74.82,0
Potato,73,28.15,13.74,70.7,1
Sugarcane,60,21.7,25.08,81.15,1
Cotton,10,33.48,22.37,53.1,0
Rice,69,92.02,25.7,67.75,0
Sugarcane,143,92.64,24.46,73.8,0
Rice,18,21.99,39.47,93.69,1
Wheat,44,14.33,9.54,59.71,1
Cotton,53,46.32,32.82,70.25,0
Wheat,1,15.54,20.81,57.19,1
Sugarcane,66,48.87,32.17,66.62,0
Wheat,72,58.84,19.86,59.68,0
Potato,52,83.74,25.1,67.64,0
Cotton,31,54.1,27.55,66.79,0
Rice,136,47.29,26.24,89.05,1
Rice,22,61.44,30.97,69.03,0
Rice,146,30.46,28.86,70.38,1
Rice,51,69.47,25.99,85.43,0
Maize,142,32.39,28.08,63.22,1
Rice,41,27.8,29.74,85.59,1
Cotton,74,78.89,24.65,62.84,0
Wheat,90,32.59,20.32,60.77,0
Sugarcane,2,35.93,35.71,66.55,1
Wheat,115,52.41,17.68,55.3,0
Potato,22,58.97,22.01,92.88,0
Wheat,35,24.67,23.87,66.68,1
Cotton,125,51.46,37.25,73.14,0
Rice,12,73.9,25.13,82.09,0
Maize,136,63.87,33.76,75.43,0
Sugarcane,86,60.57,26.91,63.81,0
Maize,78,81.89,27.59,62.43,0
Cotton,83,11.09,24.52,47.37,1
Wheat,124,59.8,10.0,62.25,0
Rice,87,37.47,26.57,76.07,1
Rice,109,77.97,35.22,81.46,0
Maize,138,62.1,21.01,72.58,0
Wheat,118,39.32,17.97,52.02,0
Sugarcane,128,69.33,32.49,70.33,0
Wheat,71,86.98,12.96,55.0,0
Sugarcane,93,52.59,36.43,80.98,0
Potato,111,55.28,22.48,55.92,0
Potato,60,35.71,25.32,72.02,0
Cotton,122,57.39,32.97,49.98,0
Wheat,127,72.62,16.73,58.6,0
Rice,24,38.14,23.54,70.39,1
Wheat,82,56.58,23.54,71.09,0
Wheat,3,45.43,17.89,67.06,0
Potato,97,73.34,23.14,69.67,0
Potato,39,59.38,22.13,74.57,0
Sugarcane,66,11.11,25.68,69.48,1
Potato,149,91.22,24.34,67.98,0
Maize,77,36.09,30.17,63.11,0
Maize,59,54.94,27.18,71.67,0
Potato,24,58.63,23.1,74.73,0
Sugarcane,41,21.87,33.41,61.84,1
Sugarcane,113,16.13,27.57,66.01,1
Sugarcane,141,57.45,33.81,68.38,0
Potato,66,40.54,14.11,58.66,0
Cotton,4,36.41,29.46,46.26,0
Sugarcane,65,52.19,32.87,67.17,0
Potato,94,84.85,17.41,70.49,0
Cotton,53,40.73,30.2,44.77,0
Wheat,61,66.06,22.09,74.81,0
Cotton,85,41.16,27.4,76.32,0
Wheat,104,65.13,20.29,65.13,0
Rice,138,58.74,30.91,68.97,1
Potato,69,82.02,22.19,52.15,0
Potato,146,76.25,24.41,78.36,0
Potato,26,25.26,18.58,73.63,1
Sugarcane,17,10.21,27.38,77.32,1
Wheat,130,66.63,17.26,58.33,0
Cotton,57,85.07,30.86,65.2,0
Wheat,8,12.96,24.04,81.55,1
Potato,115,62.45,21.59,70.02,0
Sugarcane,59,62.84,25.84,83.27,0
Rice,143,79.48,29.56,97.78,0
Cotton,41,70.2,30.91,73.19,0
Wheat,25,40.21,12.04,64.52,0
Sugarcane,84,20.45,34.34,65.6,1
Maize,52,90.44,29.31,53.21,0
Wheat,23,28.14,25.62,59.21,1
Potato,78,47.99,19.29,73.58,0
Sugarcane,60,75.42,29.24,81.6,0
Maize,5,77.29,27.4,60.2,0
Maize,49,59.13,18.58,74.27,0
Wheat,68,55.41,25.24,70.93,0
Sugarcane,132,81.2,36.8,69.55,0
Sugarcane,21,87.8,26.77,80.26,0
Maize,103,18.12,27.09,61.3,1
Sugarcane,46,80.65,35.84,74.81,0
Sugarcane,38,59.63,37.6,82.99,0
Wheat,35,62.96,17.28,54.14,0
Wheat,56,28.62,17.9,62.22,1
Cotton,112,28.6,28.63,61.71,0
Maize,147,92.34,21.73,69.82,0
Sugarcane,43,15.01,24.65,76.58,1
Rice,114,28.49,32.39,82.44,1
Wheat,36,18.88,21.31,42.87,1
Potato,124,50.77,20.45,48.98,0
Wheat,109,65.39,22.04,58.07,0
Cotton,16,42.2,34.81,60.42,0
Sugarcane,54,14.58,36.25,63.77,1
Sugarcane,40,51.12,38.62,66.31,0
Wheat,5,49.63,22.87,51.8,0
Cotton,87,38.18,32.64,53.62,0
Sugarcane,105,64.8,31.32,75.2,0
Potato,19,94.1,22.47,67.21,0
Cotton,127,38.17,24.08,66.9,0
Potato,79,47.49,18.37,66.88,0
Maize,131,35.01,26.24,64.88,0
Sugarcane,102,41.27,32.17,68.71,0
Wheat,65,40.2,21.55,60.62,0
Cotton,108,44.37,18.83,59.13,0
Rice,117,48.16,30.06,76.93,1
Maize,134,55.85,12.43,74.12,0
Wheat,100,57.44,25.03,83.4,0
Potato,95,66.88,18.2,61.7,0
Rice,127,55.82,26.45,96.69,1
Sugarcane,129,23.69,25.79,65.56,1
Cotton,148,41.57,38.16,71.81,0
Cotton,62,71.74,28.35,59.84,0
Potato,64,40.06,19.18,64.0,0
Wheat,100,67.9,23.05,42.43,0
Cotton,114,44.53,28.74,35.58,0
Sugarcane,60,69.83,33.18,76.58,0
Cotton,140,15.0,26.97,60.39,1
Cotton,72,35.78,32.32,62.84,0
Cotton,34,25.37,34.11,62.12,0
Potato,101,19.85,13.33,66.26,1
Sugarcane,3,49.83,31.2,64.46,0
Cotton,145,55.26,33.9,61.25,0
Rice,104,36.53,29.55,85.58,1
Sugarcane,35,12.87,42.68,74.3,1
Sugarcane,117,16.18,30.49,61.44,1
Maize,106,90.79,22.16,59.88,0
Cotton,145,89.08,22.39,64.39,0
Wheat,11,53.4,25.96,61.69,0
Sugarcane,64,18.54,29.18,71.12,1
Wheat,60,70.89,25.34,67.51,0
Wheat,5,17.59,23.26,64.63,1
Sugarcane,116,33.38,24.5,84.62,1
Potato,114,41.65,19.03,74.29,0
Rice,70,66.85,22.11,86.67,0
Potato,14,69.44,12.44,63.36,0
Sugarcane,115,85.62,36.93,84.3,0
Wheat,119,19.95,18.94,57.48,1
Potato,142,45.87,17.9,50.95,0
Potato,14,61.32,22.26,65.27,0
Sugarcane,93,46.91,35.07,82.6,0
Cotton,28,30.01,39.57,55.7,0
Cotton,15,41.85,37.25,58.87,0
Rice,60,64.79,30.71,88.67,0
Rice,119,69.97,27.47,80.8,0
Maize,112,47.24,22.44,80.46,0
Rice,62,54.22,37.15,81.39,1
Cotton,26,82.02,43.12,48.01,0
Maize,15,42.66,33.0,71.05,0
Maize,57,75.56,22.44,76.83,0
Wheat,28,74.71,15.83,47.59,0
Potato,89,47.69,14.48,70.87,0
Cotton,145,41.15,29.82,59.58,0
Sugarcane,87,71.39,31.12,63.44,0
Cotton,94,26.88,25.69,42.52,0
Rice,106,38.72,31.28,88.57,1
Potato,61,63.04,24.31,66.38,0
Sugarcane,80,45.42,28.2,83.89,0
Cotton,10,60.28,37.53,67.62,0
Cotton,86,78.9,31.96,53.45,0
Wheat,30,15.36,30.72,63.11,1
Sugarcane,8,47.6,30.68,69.46,0
Maize,72,11.29,24.34,65.85,1
Cotton,100,47.58,26.73,56.0,0
Potato,19,39.82,23.81,63.44,0
Rice,106,88.15,20.49,80.83,0
Rice,19,60.14,27.7,82.22,0
Maize,36,62.47,28.47,67.5,0
Cotton,133,32.8,28.48,58.51,0
Maize,103,24.72,23.52,56.29,1
Rice,13,49.8,30.69,88.33,1
Potato,145,26.78,29.43,67.15,1
Sugarcane,128,77.0,28.48,77.75,0
Maize,21,86.86,25.57,64.34,0
Maize,41,31.05,22.19,58.43,1
Maize,121,19.85,32.75,51.03,1
Wheat,24,81.05,17.4,61.88,0
Sugarcane,128,54.44,20.12,67.99,0
Rice,6,50.76,33.13,70.77,1
Cotton,17,34.58,26.06,38.97,0
Sugarcane,126,86.33,22.82,65.37,0
Rice,39,86.03,31.91,70.09,0
Wheat,1,24.97,17.1,68.23,1
Potato,73,76.75,20.8,59.49,0
Rice,13,12.43,37.69,89.11,1
Sugarcane,87,76.72,25.71,67.48,0
Cotton,28,23.71,40.16,66.76,1
Cotton,63,20.58,30.36,66.97,1
Sugarcane,108,89.18,21.34,76.17,0
Cotton,12,44.72,19.76,74.55,0
Maize,128,58.26,24.73,78.65,0
Maize,77,43.27,26.26,70.58,0
Rice,140,69.61,24.64,84.88,0
Potato,115,37.99,16.27,65.11,0
Rice,65,92.85,25.61,99.28,0
Sugarcane,21,62.9,36.65,67.28,0
Maize,63,34.1,29.32,78.92,1
Sugarcane,93,42.04,33.54,75.18,0
Wheat,77,87.45,11.2,60.11,0
Cotton,17,66.95,29.44,55.34,0
Sugarcane,86,60.3,36.35,62.99,0
Rice,22,23.48,33.79,65.5,1
Potato,82,48.31,23.08,91.87,0
Sugarcane,17,74.22,28.05,89.96,0
Wheat,103,36.35,19.14,63.39,0
Maize,78,82.84,27.61,61.48,0
Cotton,57,91.66,23.81,55.39,0
Cotton,1,21.12,27.01,66.11,1
Rice,142,26.44,29.87,79.74,1
Rice,59,29.97,24.79,71.88,1
Sugarcane,84,16.63,37.29,71.33,1
Maize,6,59.16,28.1,92.43,0
Maize,28,64.74,25.66,59.56,0
Potato,99,50.47,14.63,53.5,0
Cotton,88,71.64,31.29,69.51,0
Wheat,105,86.85,16.74,54.68,0
Maize,99,34.19,15.74,52.18,1
Potato,87,60.06,21.1,66.37,0
Wheat,40,59.31,22.3,64.72,0
Potato,133,11.87,26.15,54.12,1
Cotton,21,68.39,40.32,57.93,0
Wheat,29,67.83,26.42,55.4,0
Maize,59,65.23,25.62,67.58,0
Rice,38,65.7,34.25,69.46,0
Sugarcane,107,90.95,25.99,52.12,0
Rice,45,73.08,26.68,94.69,0
Maize,125,26.47,17.47,77.82,1
Maize,66,70.76,31.09,70.11,0
Sugarcane,113,26.2,30.72,60.76,1
Rice,30,55.25,30.08,82.48,1
Cotton,105,94.5,39.43,49.38,0
Potato,41,36.32,22.56,78.05,0
Cotton,127,46.31,36.49,36.77,0
Rice,90,84.2,43.19,94.46,0
Sugarcane,128,56.55,31.72,76.24,0
Sugarcane,149,13.26,22.4,66.41,1
Rice,87,66.31,25.28,68.29,0
Rice,79,50.27,42.71,84.89,1
Cotton,44,76.03,39.45,67.07,0
Potato,75,29.65,19.99,71.61,1
Maize,141,28.68,22.13,65.09,1
Rice,146,71.69,36.71,98.47,0
Cotton,5,16.5,25.39,44.77,1
Maize,130,17.0,26.82,48.66,1
Potato,37,58.2,24.93,64.76,0
Cotton,147,43.87,23.8,63.61,0
Wheat,139,25.06,19.91,81.91,1
Rice,71,85.56,24.47,90.26,0
Rice,5,92.74,33.35,68.61,0
Potato,129,50.14,25.84,68.05,0
Rice,130,22.98,24.09,74.76,1
Cotton,3,73.06,34.31,64.5,0
Maize,34,84.92,22.6,54.72,0
Rice,110,52.23,30.49,74.39,1
Sugarcane,142,67.35,32.12,73.16,0
Sugarcane,5,31.66,34.44,68.39,1
Rice,50,50.2,31.84,82.8,1
Potato,87,13.8,11.47,59.12,1
Wheat,137,72.53,25.08,39.17,0
Cotton,68,31.12,31.31,45.1,0
Potato,120,16.79,15.92,59.01,1
Cotton,86,59.96,36.37,82.94,0
Maize,142,76.89,28.99,48.08,0
Potato,67,55.0,24.4,74.33,0
Sugarcane,96,65.25,23.28,70.71,0
Sugarcane,120,18.41,35.41,85.89,1
Sugarcane,63,85.4,27.13,55.61,0
Rice,55,87.9,31.89,84.44,0
Maize,145,93.54,26.69,66.94,0
Wheat,106,67.99,20.4,80.4,0
Rice,85,91.75,30.0,75.64,0
Sugarcane,15,69.61,29.64,77.5,0
Maize,10,50.14,16.28,54.04,0
Cotton,16,37.56,26.03,66.51,0
Wheat,140,30.5,22.85,49.65,0
Cotton,32,10.84,30.4,74.02,1
Rice,103,56.0,20.67,80.28,1
Cotton,15,48.17,17.68,40.96,0
Sugarcane,75,87.08,32.43,61.28,0
Wheat,89,55.53,26.96,85.17,0
Wheat,110,34.38,13.05,58.49,0
Wheat,146,18.22,20.92,73.99,1
Potato,112,15.81,10.94,76.62,1
Potato,48,39.38,17.57,72.06,0
Sugarcane,24,17.67,25.06,61.03,1
Wheat,140,19.19,27.78,62.77,1
Potato,99,20.84,30.09,55.62,1
Cotton,128,45.33,29.26,40.23,0
Maize,38,53.76,27.66,78.22,0
Maize,66,70.23,22.85,68.15,0
Sugarcane,59,68.14,25.76,72.92,0
Wheat,1,92.39,23.46,54.1,0
Cotton,141,71.64,27.83,67.87,0
Maize,126,68.19,26.61,65.7,0
Potato,50,80.5,14.68,55.79,0
Sugarcane,53,80.31,27.5,58.76,0
Sugarcane,21,89.82,34.53,72.8,0
Sugarcane,24,44.68,34.23,52.59,0
Cotton,34,83.17,23.84,65.79,0
Maize,26,42.85,35.58,70.08,0
Cotton,59,31.16,28.02,65.78,0
Wheat,59,76.93,22.29,71.65,0
Maize,149,55.79,32.88,72.02,0
Sugarcane,9,33.48,34.92,77.84,1
Sugarcane,71,86.82,26.74,77.8,0
Sugarcane,13,39.32,33.26,74.81,1
Sugarcane,117,74.94,28.86,66.93,0
Potato,96,52.85,19.49,73.29,0
Cotton,130,73.28,22.3,61.13,0
Cotton,95,61.14,33.18,53.16,0
Potato,14,26.97,13.64,71.55,1
Maize,137,70.67,23.06,59.99,0
Rice,99,44.88,30.61,77.94,1
Sugarcane,7,76.9,34.47,55.28,0
Cotton,102,80.41,35.71,58.48,0
Potato,72,59.77,15.97,71.73,0
Rice,108,28.44,30.26,69.42,1
Maize,45,15.84,25.75,53.53,1
Rice,91,85.32,25.5,76.41,0
Rice,7,84.01,33.04,82.0,0
Wheat,31,62.33,25.89,41.16,1
Potato,130,45.02,20.25,80.12,0
Cotton,47,29.08,27.81,57.48,0
Rice,101,39.51,31.68,76.72,1
Rice,116,18.17,29.9,76.86,1
Wheat,128,82.87,30.56,65.23,0
Rice,120,34.38,28.22,55.23,1
Cotton,52,88.54,26.15,46.37,0
Wheat,37,88.95,13.92,51.82,0
Sugarcane,75,27.45,28.14,71.76,1
Cotton,11,65.52,27.27,61.23,0
Sugarcane,53,37.1,27.16,81.87,1
Cotton,44,75.22,33.42,59.74,0
Potato,115,88.95,21.64,46.24,0
Rice,46,67.2,23.27,75.24,0
Rice,7,47.04,28.27,98.09,1
Sugarcane,139,46.32,29.98,73.98,0
Wheat,121,50.3,16.22,56.96,0
Maize,37,28.53,14.5,69.04,1
Rice,53,89.44,35.07,70.55,0
Maize,17,86.77,35.12,64.0,0
Rice,140,59.82,29.98,59.84,1
Maize,54,10.39,20.19,83.49,1
Maize,20,28.73,22.25,64.19,1
Cotton,33,60.05,29.97,46.33,0
Cotton,68,71.31,36.95,56.84,0
Wheat,33,52.84,20.35,62.01,0
Potato,131,51.08,18.65,73.73,0
Sugarcane,121,86.73,26.14,69.01,0
Rice,62,34.79,29.07,78.17,1
Maize,60,50.23,30.06,64.0,0
Potato,65,73.2,22.67,68.63,0
Potato,10,57.66,21.31,67.73,0
Wheat,138,55.95,16.04,48.18,0
Potato,3,24.53,30.21,81.79,1
Wheat,99,61.08,21.06,57.18,0
Rice,143,56.61,25.53,95.15,1
Potato,52,33.77,15.98,85.8,1
Wheat,3,65.0,20.46,58.12,0
Wheat,64,23.57,21.04,64.85,1
Maize,104,34.89,18.47,82.58,1
Rice,108,21.01,32.48,75.16,1
Rice,108,57.41,28.58,82.36,1
Maize,100,77.72,20.15,63.73,0
Maize,21,54.08,34.81,47.79,0
Wheat,139,65.16,17.83,47.28,0
Potato,123,23.14,18.96,66.39,1
Sugarcane,36,27.34,32.05,60.71,1
Sugarcane,51,92.6,31.43,83.25,0
Rice,35,11.77,28.7,80.61,1
Maize,56,70.41,25.7,53.01,0
Rice,38,59.72,34.03,80.9,1
Potato,10,81.65,23.0,66.42,0
Maize,74,77.13,19.74,70.07,0
Sugarcane,104,83.32,29.79,57.85,0
Wheat,132,66.37,16.87,70.29,0
Maize,5,39.06,33.59,71.39,0
Sugarcane,131,94.46,38.51,67.85,0
Potato,138,78.42,15.12,68.18,0
Maize,62,94.72,23.84,75.32,0
Potato,77,79.5,28.55,65.73,0
Cotton,93,92.84,30.67,61.31,0
Wheat,114,79.54,26.08,49.46,0
Sugarcane,102,21.46,34.05,70.78,1
Sugarcane,48,55.32,28.0,71.62,0
Potato,18,64.32,20.34,78.04,0
Potato,66,36.37,19.47,59.46,0
Maize,126,60.53,24.07,68.73,0
Rice,5,40.34,33.97,93.24,1
Cotton,128,88.45,31.44,59.59,0
Maize,115,79.44,32.48,63.78,0
Cotton,116,78.85,33.88,67.78,0
Potato,98,51.76,18.38,74.65,0
Rice,69,44.07,25.81,94.69,1
Rice,95,54.59,32.77,101.27,1
Cotton,30,70.29,31.87,58.23,0
Cotton,20,64.4,42.8,76.25,0
Maize,72,47.18,24.32,70.23,0
Rice,60,92.24,29.82,83.45,0
Maize,140,24.01,28.06,53.67,1
Wheat,106,44.25,18.35,70.42,0
Rice,118,67.79,24.8,70.91,0
Sugarcane,12,48.52,27.05,55.2,0
Wheat,72,18.16,30.16,49.28,1
Potato,97,94.98,34.54,74.71,0
Maize,3,15.51,37.6,66.35,1
Sugarcane,88,27.62,32.8,49.24,1
Potato,86,83.89,19.93,55.8,0
Rice,132,70.96,28.27,79.5,0
Rice,63,19.39,34.24,79.23,1
Sugarcane,94,78.91,32.69,76.73,0
Cotton,107,25.1,41.06,72.36,0
Rice,108,14.13,33.08,81.8,1
Sugarcane,106,93.31,22.04,72.61,0
Wheat,143,48.5,19.78,56.11,0
Potato,62,23.77,15.81,78.92,1
Rice,8,88.72,26.57,96.22,0
Wheat,53,44.72,16.44,63.08,0
Cotton,44,62.72,30.27,71.6,0
Rice,131,76.48,16.29,83.88,0
Potato,132,84.19,14.38,60.66,0
Rice,60,43.62,37.45,73.29,1
Cotton,37,81.15,30.13,50.74,0
Wheat,148,87.83,14.24,59.08,0
Sugarcane,3,32.76,30.3,68.87,1
Sugarcane,11,89.32,29.88,71.6,0
Rice,94,37.06,24.7,80.25,1
Sugarcane,127,58.16,26.47,68.3,0
Rice,7,37.58,36.41,74.53,1
Rice,127,91.07,27.93,93.21,0
Rice,82,50.66,35.17,85.03,1
Sugarcane,5,55.12,24.65,81.94,0
Sugarcane,136,70.24,43.89,71.33,0
Rice,12,87.71,37.2,73.56,0
Potato,82,17.61,16.33,60.44,1
Potato,141,14.33,22.68,85.79,1
Cotton,122,72.5,30.63,50.64,0
Wheat,138,71.36,17.13,79.88,0
Potato,100,46.51,27.95,60.9,0
Potato,52,37.72,27.5,64.41,0
Wheat,116,46.21,14.72,60.96,0
Sugarcane,69,42.58,30.22,62.35,0
Maize,140,26.08,24.22,69.42,1
Maize,20,78.47,31.93,58.17,0
Sugarcane,29,12.91,32.55,76.08,1
Cotton,131,93.25,26.41,58.86,0
Rice,38,59.88,35.55,68.61,1
Wheat,110,16.79,21.64,63.4,1
Rice,56,35.93,32.24,84.21,1
Maize,79,49.85,29.28,78.34,0
Maize,139,35.43,23.88,54.42,0
Rice,94,41.56,31.9,84.58,1
Rice,44,58.34,36.3,71.13,1
Wheat,77,13.36,13.43,52.26,1
Cotton,89,71.65,43.82,50.66,0
Wheat,91,27.8,27.48,44.33,1
Sugarcane,86,93.98,32.2,71.95,0
Sugarcane,95,37.55,26.0,75.45,1
Rice,90,27.31,50.74,71.77,1
Sugarcane,105,80.73,18.06,56.33,0
Maize,75,74.77,22.47,71.25,0
Sugarcane,80,76.42,29.83,69.18,0
Cotton,135,33.99,34.32,53.48,0
Rice,102,13.33,37.29,82.69,1
Cotton,143,85.3,29.37,74.74,0
Wheat,54,52.68,13.98,64.23,0
Wheat,54,62.72,18.07,44.71,0
Potato,117,29.12,20.47,65.03,1
Maize,90,55.36,29.79,52.17,0
Rice,136,36.2,30.07,80.65,1
Sugarcane,52,39.61,34.12,82.61,1
Maize,64,32.39,17.1,76.52,1
Sugarcane,93,83.06,26.46,69.59,0
Wheat,102,42.12,23.21,47.28,0
Maize,130,92.78,29.31,66.49,0
Sugarcane,97,46.67,33.45,86.39,0
Maize,87,68.46,19.61,57.92,0
Wheat,131,26.32,12.99,44.1,1
Sugarcane,134,44.51,33.05,70.46,0
Cotton,124,91.81,28.77,48.98,0
Rice,108,16.59,29.88,73.0,1
Maize,114,26.17,26.25,59.58,1
Cotton,142,78.18,39.11,52.66,0
Rice,84,23.07,30.31,86.48,1
Rice,8,72.8,33.79,92.55,0
Rice,74,51.8,30.69,98.16,1
Sugarcane,42,71.31,36.7,65.29,0
Rice,95,86.62,26.93,81.76,0
Rice,87,43.58,31.31,75.85,1
Potato,78,49.11,18.27,50.7,0
Wheat,25,62.44,23.89,61.95,0
Potato,67,41.57,14.35,79.18,0
Rice,12,10.14,36.6,87.23,1
Potato,52,32.39,16.05,54.71,1
Sugarcane,83,79.81,31.1,84.84,0
Rice,37,46.56,30.15,76.3,1
Maize,16,92.07,26.33,60.39,0
Rice,52,60.39,32.78,93.25,0
Potato,144,82.44,18.37,74.88,0
Cotton,99,24.13,37.24,65.14,1
Rice,114,78.08,34.33,60.47,0
Sugarcane,41,85.05,26.8,75.7,0
Cotton,121,81.08,25.92,52.5,0
Maize,48,80.62,27.23,60.03,0
Wheat,59,14.12,24.23,64.88,1
Wheat,6,70.14,15.74,58.53,0
Maize,27,66.56,21.64,65.47,0
Rice,149,22.67,41.77,74.15,1
Rice,107,16.26,40.71,98.23,1
Sugarcane,85,31.21,30.9,79.53,1
Rice,102,82.91,29.24,83.39,0
Rice,91,57.53,28.95,89.37,1
Maize,18,43.98,22.84,60.32,0
Sugarcane,134,33.52,36.32,97.26,1
Cotton,146,39.64,22.29,53.65,0
Maize,133,66.89,26.43,72.45,0
Rice,32,87.81,28.8,87.98,0
Maize,30,77.29,13.59,74.98,0
Potato,103,12.08,26.58,70.86,1
Rice,32,55.81,29.18,68.4,1
Maize,81,57.41,20.12,47.0,0
Maize,82,62.62,15.3,65.56,0
Potato,141,50.58,25.31,73.39,0
Potato,77,10.09,12.59,69.07,1
Wheat,4,73.48,28.71,51.02,0
